行业类型,日期1,有功功率最大值（kw）,有功功率最小值（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
非普工业,2019-11-09,1435.5479999999998,-10.944,27,17,1,1,0.0,0.0
非普工业,2019-11-10,1384.2984,705.1152,27,16,1,1,0.0,0.0
非普工业,2019-11-11,1869.9264,702.9252,29,17,1,1,0.0,0.0
非普工业,2019-11-12,2044.2636,759.1692,28,19,1,1,0.0,0.0
非普工业,2019-11-13,2045.2308,814.0764,29,16,1,1,0.0,0.0
非普工业,2019-11-14,1868.1972,714.5148,25,16,1,1,0.0,0.0
非普工业,2019-11-15,1882.8204,691.59,26,18,1,1,0.0,0.0
非普工业,2019-11-16,1428.4979999999996,781.3488,29,20,1,1,0.0,0.0
非普工业,2019-11-17,1510.1952,726.1224,27,18,1,1,0.0,0.0
非普工业,2019-11-18,2011.9824,748.6968,24,14,5,5,3.0,0.0
非普工业,2019-11-19,1684.0932,657.6768,22,14,5,5,0.0,0.0
非普工业,2019-11-20,1759.6728,664.5768,25,15,1,1,0.0,0.0
非普工业,2019-11-21,1731.876,683.85,24,17,1,1,0.0,0.0
非普工业,2019-11-22,1754.6928,664.1088,26,17,1,1,0.0,0.0
非普工业,2019-11-23,1418.2416,683.6352,28,17,1,1,0.0,0.0
非普工业,2019-11-24,1437.7176,723.1704,28,17,1,1,0.0,0.0
非普工业,2019-11-25,1956.3216,772.5144,28,16,5,5,0.0,3.0
非普工业,2019-11-26,1858.704,702.372,24,18,1,1,3.0,3.0
非普工业,2019-11-27,1845.9672,702.438,25,15,1,1,3.0,3.0
非普工业,2019-11-28,1778.7804,647.1588,19,12,5,5,3.0,0.0
非普工业,2019-11-29,1764.3312,637.4328,21,12,1,1,3.0,3.0
非普工业,2019-11-30,1257.1116,667.5924,24,13,5,5,3.0,0.0
非普工业,2019-12-01,1311.6,655.2996,25,13,5,5,0.0,0.0
非普工业,2019-12-02,1714.0488,407.2428,17,10,6,6,3.0,0.0
非普工业,2019-12-03,1724.3352,651.8616,19,10,5,5,0.0,0.0
非普工业,2019-12-04,1820.2668,629.0628,20,11,5,5,0.0,3.0
非普工业,2019-12-05,1748.586,649.2552,18,13,1,1,3.0,3.0
非普工业,2019-12-06,1689.2244,636.1416,20,9,5,5,0.0,0.0
非普工业,2019-12-07,1184.682,629.004,20,8,1,1,0.0,0.0
非普工业,2019-12-08,1328.2944,596.6952,21,10,1,1,0.0,0.0
非普工业,2019-12-09,1797.6024,614.5152,20,10,1,1,3.0,0.0
非普工业,2019-12-10,1778.91,680.0292,22,10,1,1,0.0,0.0
非普工业,2019-12-11,1717.4148,651.5904,23,10,1,1,0.0,0.0
非普工业,2019-12-12,1677.0744,660.5928,24,12,1,1,0.0,0.0
非普工业,2019-12-13,1874.034,658.8516,25,15,1,1,0.0,0.0
非普工业,2019-12-14,1321.3404,651.4152,25,14,1,1,0.0,3.0
非普工业,2019-12-15,1321.1952,658.5636,26,15,1,1,3.0,3.0
非普工业,2019-12-16,1973.3412,691.08,25,19,1,1,5.0,5.0
非普工业,2019-12-17,1962.4524,788.0496,26,19,1,1,3.0,3.0
非普工业,2019-12-18,1987.1904,796.5012,27,16,1,1,3.0,8.0
非普工业,2019-12-19,1923.0912,712.914,15,13,5,5,5.0,5.0
非普工业,2019-12-20,1838.4432,678.5916,20,13,1,1,5.0,3.0
非普工业,2019-12-21,1271.4684,647.076,19,13,1,1,5.0,5.0
非普工业,2019-12-22,1238.3712,634.368,22,16,1,1,5.0,3.0
非普工业,2019-12-23,1778.7720000000004,658.554,23,15,1,1,3.0,8.0
非普工业,2019-12-24,1904.9172,697.5156,24,18,1,1,5.0,3.0
非普工业,2019-12-25,1899.672,672.0588,22,16,1,1,3.0,3.0
非普工业,2019-12-26,1867.6212,665.4804,22,11,5,5,0.0,3.0
非普工业,2019-12-27,1721.5896,659.3064,18,10,1,1,0.0,0.0
非普工业,2019-12-28,1265.1828,648.2568,21,12,1,1,3.0,5.0
非普工业,2019-12-29,1333.8852,649.716,18,15,1,1,8.0,5.0
非普工业,2019-12-30,1930.284,655.74,22,14,1,1,6.0,3.0
非普工业,2019-12-31,1877.6856,688.2924,22,14,1,1,3.0,0.0
非普工业,2020-01-01,1243.1964,654.6024,21,14,1,1,5.0,3.0
非普工业,2020-01-02,1790.1048,663.7908,23,15,1,1,3.0,0.0
非普工业,2020-01-03,1779.6324,692.2044,23,15,1,1,0.0,3.0
非普工业,2020-01-04,1311.5892,374.5848,24,16,1,1,3.0,3.0
非普工业,2020-01-05,1303.4364,648.5304,24,16,1,1,3.0,8.0
非普工业,2020-01-06,1855.1112,645.2064,25,20,1,1,5.0,5.0
非普工业,2020-01-07,1898.3916,653.5416,26,16,1,1,3.0,0.0
非普工业,2020-01-08,1770.1056,664.3752,24,15,1,1,0.0,3.0
非普工业,2020-01-09,1738.7712,535.8324,25,17,1,1,3.0,3.0
非普工业,2020-01-10,1735.59,659.6184,25,19,1,1,5.0,5.0
非普工业,2020-01-11,1308.0228,647.136,24,11,5,5,5.0,8.0
非普工业,2020-01-12,1086.0036,487.3824,15,9,1,1,5.0,3.0
非普工业,2020-01-13,1582.8348,622.8468,21,12,1,1,3.0,3.0
非普工业,2020-01-14,1622.3304,658.1604,21,15,1,1,3.0,3.0
非普工业,2020-01-15,1576.6632,662.7792,23,14,1,1,3.0,3.0
非普工业,2020-01-16,1629.336,640.3068,23,13,5,5,5.0,3.0
非普工业,2020-01-17,1506.078,625.8792,14,10,1,1,5.0,5.0
非普工业,2020-01-18,1038.4536,518.22,15,12,1,1,5.0,5.0
非普工业,2020-01-19,1217.1936,571.5216,15,12,1,1,5.0,5.0
非普工业,2020-01-20,1081.4844,597.5832,18,12,1,1,5.0,3.0
非普工业,2020-01-21,1113.7368,562.6284,21,15,1,1,5.0,5.0
非普工业,2020-01-22,1079.5716,584.0688,24,18,1,1,3.0,5.0
非普工业,2020-01-23,1039.3416,516.8232,26,19,1,1,3.0,3.0
非普工业,2020-01-24,865.6368,511.29,27,19,1,1,5.0,3.0
非普工业,2020-01-25,819.0636,572.0664,15,11,1,1,8.0,11.0
非普工业,2020-01-26,726.5880000000002,329.6604,15,7,5,5,8.0,5.0
非普工业,2020-01-27,780.2928,268.4772,15,7,1,1,3.0,3.0
非普工业,2020-01-28,724.8528,191.2452,15,7,1,1,3.0,0.0
非普工业,2020-01-29,732.5796,208.1472,16,8,5,5,3.0,0.0
非普工业,2020-01-30,856.8276,199.8384,17,8,1,1,0.0,0.0
非普工业,2020-01-31,823.86,240.2424,20,8,1,1,0.0,3.0
非普工业,2020-02-01,797.0112,279.7164,19,10,1,1,5.0,5.0
非普工业,2020-02-02,784.44,428.2128,20,14,1,1,5.0,5.0
非普工业,2020-02-03,945.1104,547.1844,19,11,1,1,8.0,9.0
非普工业,2020-02-04,877.7112,558.0804,15,11,1,1,6.0,6.0
非普工业,2020-02-05,905.1336,582.774,18,13,1,1,8.0,5.0
非普工业,2020-02-06,888.9228,488.364,18,14,1,1,8.0,8.0
非普工业,2020-02-07,915.3288,575.1696,16,12,1,1,8.0,5.0
非普工业,2020-02-08,820.2588,352.5996,19,13,1,1,5.0,3.0
非普工业,2020-02-09,966.8184,421.8084,18,12,1,1,5.0,5.0
非普工业,2020-02-10,1045.2684,702.6419999999998,19,14,1,1,5.0,8.0
非普工业,2020-02-11,1039.8468,700.0512,18,14,1,1,8.0,5.0
非普工业,2020-02-12,1070.8356,180.68400000000003,21,16,1,1,5.0,8.0
非普工业,2020-02-13,1144.3332,720.738,21,17,1,1,13.0,11.0
非普工业,2020-02-14,1234.8336,610.9104,23,19,1,1,8.0,11.0
非普工业,2020-02-15,1161.0996,605.886,21,8,5,5,15.0,11.0
非普工业,2020-02-16,1093.4616,733.992,12,6,5,5,8.0,5.0
非普工业,2020-02-17,1012.386,488.2596,16,6,5,5,0.0,0.0
非普工业,2020-02-18,1044.534,542.5524,17,8,1,1,0.0,0.0
非普工业,2020-02-19,1172.4384,589.4892,19,10,1,1,3.0,3.0
非普工业,2020-02-20,1132.0512,573.336,22,12,1,1,3.0,3.0
非普工业,2020-02-21,1084.842,581.8476,24,14,1,1,0.0,3.0
非普工业,2020-02-22,1075.956,536.9892,26,15,1,1,3.0,3.0
非普工业,2020-02-23,1142.3016,560.0652,26,16,1,1,3.0,3.0
非普工业,2020-02-24,1246.8972,625.1496,25,18,1,1,3.0,3.0
非普工业,2020-02-25,1267.7412,622.4916,27,18,1,1,3.0,3.0
非普工业,2020-02-26,1319.8512,799.0884,28,19,1,1,0.0,3.0
非普工业,2020-02-27,1373.7384,743.5992,28,18,1,1,3.0,5.0
非普工业,2020-02-28,1451.7528,788.4204,26,19,1,1,5.0,5.0
非普工业,2020-02-29,1268.3244,694.5816,27,18,1,1,5.0,5.0
非普工业,2020-03-01,1307.1444,804.6168,27,19,1,1,3.0,3.0
非普工业,2020-03-02,1814.6856,826.6068,26,18,1,1,3.0,3.0
非普工业,2020-03-03,1915.3176,777.816,25,18,1,1,5.0,11.0
非普工业,2020-03-04,1943.8188,777.6504,18,13,1,1,,11.0
非普工业,2020-03-05,1519.1904,764.7288,20,14,1,1,5.0,3.0
非普工业,2020-03-06,1620.5688,769.638,21,18,1,1,5.0,5.0
非普工业,2020-03-07,1407.1584,796.5756,24,18,1,1,5.0,5.0
非普工业,2020-03-08,1597.638,801.0216,26,22,1,1,5.0,5.0
非普工业,2020-03-09,1985.3568,823.6032,26,18,5,5,8.0,11.0
非普工业,2020-03-10,1660.5768,785.3736,23,16,5,5,3.0,3.0
非普工业,2020-03-11,1987.902,858.96,24,18,1,1,3.0,8.0
非普工业,2020-03-12,1756.632,867.5136,23,18,1,1,5.0,5.0
非普工业,2020-03-13,2226.1788,934.6056,27,18,1,1,8.0,8.0
非普工业,2020-03-14,1547.5296,775.9704,21,16,1,1,5.0,3.0
非普工业,2020-03-15,1446.4548,874.314,24,17,1,1,3.0,3.0
非普工业,2020-03-16,1653.2772,896.568,23,19,1,1,5.0,5.0
非普工业,2020-03-17,1799.4828,912.6756,23,20,1,1,5.0,8.0
非普工业,2020-03-18,1710.6624,931.9332,22,18,1,1,6.0,11.0
非普工业,2020-03-19,1948.7196,903.7956,22,19,1,1,11.0,11.0
非普工业,2020-03-20,1785.8316,769.3824,24,21,1,1,6.0,5.0
非普工业,2020-03-21,1673.922,985.5492,25,21,1,1,5.0,3.0
非普工业,2020-03-22,1645.0452,995.718,29,21,1,1,3.0,3.0
非普工业,2020-03-23,1926.4392,1030.23,28,22,1,1,3.0,3.0
非普工业,2020-03-24,1947.204,1056.7764,29,22,1,1,5.0,6.0
非普工业,2020-03-25,1987.6584,1036.806,27,22,1,1,7.0,7.0
非普工业,2020-03-26,2323.1196,1046.6652,27,20,1,1,7.0,7.0
非普工业,2020-03-27,2500.3896,1145.4036,27,17,1,1,13.0,15.0
非普工业,2020-03-28,1546.7520000000004,953.85,21,17,5,5,5.0,5.0
非普工业,2020-03-29,1579.4244,852.2832,21,18,1,1,5.0,8.0
非普工业,2020-03-30,1734.5916,782.6292,16,13,1,1,8.0,8.0
非普工业,2020-03-31,1778.7756,853.8708,16,13,1,1,6.0,6.0
非普工业,2020-04-01,1916.1852,972.864,18,14,1,1,6.0,6.0
非普工业,2020-04-02,1991.8596,952.7328,18,14,1,1,8.0,8.0
非普工业,2020-04-03,1982.0484,955.2876,19,16,1,1,8.0,8.0
非普工业,2020-04-04,1687.4796,738.618,18,15,1,1,8.0,6.0
非普工业,2020-04-05,1508.9856,1013.982,16,15,1,1,11.0,11.0
非普工业,2020-04-06,1643.8152,960.3828,16,14,1,1,13.0,8.0
非普工业,2020-04-07,1842.0792,998.0052,18,16,1,1,5.0,5.0
非普工业,2020-04-08,1827.5004,1013.3148,24,17,1,1,3.0,3.0
非普工业,2020-04-09,1773.2868,872.6532,26,19,1,1,3.0,3.0
非普工业,2020-04-10,1771.2696,982.8312,28,19,1,1,3.0,3.0
非普工业,2020-04-11,1833.0792,1122.1596,27,15,5,5,13.0,6.0
非普工业,2020-04-12,1451.0772,536.0796,22,11,5,5,0.0,0.0
非普工业,2020-04-13,1801.1544,644.4252,24,15,1,1,0.0,3.0
非普工业,2020-04-14,2099.4216,985.5156,23,15,1,1,5.0,5.0
非普工业,2020-04-15,1805.3172,847.6812,25,16,1,1,0.0,3.0
非普工业,2020-04-16,1970.4864,926.802,27,18,1,1,3.0,3.0
非普工业,2020-04-17,2150.2032,1152.1176,28,21,1,1,3.0,5.0
非普工业,2020-04-18,1944.0084,1210.5564,28,22,1,1,5.0,5.0
非普工业,2020-04-19,1977.414,1204.1628,29,23,1,1,3.0,3.0
非普工业,2020-04-20,2479.8432,1341.4764,31,24,1,1,3.0,3.0
非普工业,2020-04-21,2684.3796,1383.3888,31,21,1,1,7.0,11.0
非普工业,2020-04-22,2259.9072,1279.3632,23,18,1,1,11.0,11.0
非普工业,2020-04-23,2305.3284,1078.4076,20,16,1,1,11.0,9.0
非普工业,2020-04-24,1954.8288,1104.0444,19,15,1,1,8.0,5.0
非普工业,2020-04-25,1795.422,856.83,22,17,1,1,5.0,8.0
非普工业,2020-04-26,1903.9428,1010.4948,25,19,1,1,5.0,5.0
非普工业,2020-04-27,2113.7088,1142.142,29,19,1,1,3.0,3.0
非普工业,2020-04-28,2263.8588,1235.0724,30,20,1,1,3.0,3.0
非普工业,2020-04-29,2220.0756,1150.5408,31,21,1,1,3.0,3.0
非普工业,2020-04-30,2550.186,1341.1572,31,22,1,1,3.0,3.0
非普工业,2020-05-01,2068.1388,1332.6276,32,23,1,1,0.0,3.0
非普工业,2020-05-02,2151.3012,1385.2872,32,25,1,1,3.0,3.0
非普工业,2020-05-03,2300.5164,1425.4428,33,25,1,1,0.0,0.0
非普工业,2020-05-04,2736.5652,1588.7004,35,26,1,1,0.0,0.0
非普工业,2020-05-05,2859.3096,1608.7379999999996,35,27,1,1,3.0,3.0
非普工业,2020-05-06,3562.0692,1856.5872,35,27,1,1,3.0,3.0
非普工业,2020-05-07,3627.2364,1738.7496,35,28,5,5,3.0,3.0
非普工业,2020-05-08,3970.8276,1895.5368,34,28,1,1,3.0,3.0
非普工业,2020-05-09,3642.4116,1740.5916,35,27,1,1,3.0,7.0
非普工业,2020-05-10,2972.1492,1750.2672,32,25,1,1,11.0,11.0
非普工业,2020-05-11,3593.6448,1592.9472,31,24,1,1,11.0,11.0
非普工业,2020-05-12,3366.8964,1526.1972,30,24,1,1,5.0,5.0
非普工业,2020-05-13,3573.312,1552.4052,33,26,1,1,7.0,3.0
非普工业,2020-05-14,3485.8752,1543.7412,32,25,1,1,6.0,3.0
非普工业,2020-05-15,3528.2316,1596.9779999999996,34,26,1,1,3.0,3.0
非普工业,2020-05-16,2834.5104,1615.0356,35,26,1,1,0.0,3.0
非普工业,2020-05-17,2788.6848,1269.6384,32,24,1,1,7.0,13.0
非普工业,2020-05-18,3542.3988,1291.2756,29,24,1,1,7.0,13.0
非普工业,2020-05-19,3465.3756,1155.4716,31,24,1,1,7.0,7.0
非普工业,2020-05-20,3757.4496,1598.5428,33,25,1,1,7.0,
非普工业,2020-05-21,3837.5988,1607.9532,29,25,1,1,15.0,13.0
非普工业,2020-05-22,3734.5224,1702.5876,30,25,1,1,13.0,6.0
非普工业,2020-05-23,2788.5756,1200.6048,30,24,1,1,5.0,7.0
非普工业,2020-05-24,2646.9144,1531.5972,33,25,1,1,3.0,3.0
非普工业,2020-05-25,3727.5408,1561.8804,30,25,1,1,13.0,13.0
非普工业,2020-05-26,3799.5084,1670.1072,32,26,1,1,6.0,6.0
非普工业,2020-05-27,3610.062,1591.3848,31,25,1,1,5.0,5.0
非普工业,2020-05-28,3555.5832,1498.0572,32,25,1,1,3.0,3.0
非普工业,2020-05-29,3680.25,1653.2292,31,25,1,1,6.0,6.0
非普工业,2020-05-30,2897.1,1613.1492,30,26,1,1,11.0,7.0
非普工业,2020-05-31,2899.2864,1575.1992,33,26,1,1,7.0,3.0
非普工业,2020-06-01,3768.1008,1571.7432,31,26,1,1,7.0,5.0
非普工业,2020-06-02,3795.42,1521.624,31,26,1,1,13.0,6.0
非普工业,2020-06-03,3725.9208,1544.4648,33,25,1,1,7.0,6.0
非普工业,2020-06-04,3776.5428,1658.4792,33,26,1,1,7.0,3.0
非普工业,2020-06-05,4073.3748,1668.8964,33,25,1,1,7.0,15.0
非普工业,2020-06-06,2919.918,1592.5596,30,25,1,1,11.0,14.0
非普工业,2020-06-07,2808.5796,1529.3268,29,25,1,1,13.0,7.0
非普工业,2020-06-08,3793.6104,1603.4508,30,26,1,1,14.0,8.0
非普工业,2020-06-09,4041.3396,1689.6636,31,26,1,1,7.0,5.0
非普工业,2020-06-10,3745.0104,1537.8432,32,26,1,1,3.0,3.0
非普工业,2020-06-11,3692.958,1714.7412,35,27,1,1,3.0,3.0
非普工业,2020-06-12,3728.2968,1706.562,35,27,1,1,3.0,3.0
非普工业,2020-06-13,3139.9968,1721.886,35,26,1,1,3.0,11.0
非普工业,2020-06-14,2804.2026,1690.2648,30,25,5,5,,6.0
非普工业,2020-06-15,3766.3764,1608.609,31,26,1,1,6.0,6.0
非普工业,2020-06-16,3876.0846,1634.2104,33,26,1,1,7.0,3.0
非普工业,2020-06-17,4084.251,1647.0264,33,25,1,1,6.0,3.0
非普工业,2020-06-18,4080.3894,1647.2826,33,26,1,1,6.0,3.0
非普工业,2020-06-19,4216.6188,1345.365,35,27,1,1,0.0,0.0
非普工业,2020-06-20,3031.9746,1735.1004,35,27,1,1,0.0,3.0
非普工业,2020-06-21,3047.3712,1691.7084,35,28,1,1,3.0,3.0
非普工业,2020-06-22,4167.7806,1803.6612,35,28,1,1,3.0,3.0
非普工业,2020-06-23,4284.4974,1858.086,35,29,1,1,3.0,3.0
非普工业,2020-06-24,4289.5626,1857.7962,35,28,1,1,3.0,3.0
非普工业,2020-06-25,2775.9948,1759.9206,31,27,1,1,7.0,7.0
非普工业,2020-06-26,2816.313,1672.9776,34,27,1,1,3.0,3.0
非普工业,2020-06-27,2982.0036,1762.3326,35,27,1,1,3.0,3.0
非普工业,2020-06-28,4106.004,1747.1208,35,28,1,1,3.0,3.0
非普工业,2020-06-29,4054.98,1369.2852,35,28,1,1,3.0,3.0
非普工业,2020-06-30,4188.8688,1713.63,35,28,1,1,0.0,3.0
非普工业,2020-07-01,4328.367,1836.4044,34,26,1,1,7.0,6.0
非普工业,2020-07-02,4182.2682,1769.3339999999996,34,27,1,1,7.0,6.0
非普工业,2020-07-03,4179.5646,23.544,33,27,1,1,7.0,6.0
非普工业,2020-07-04,3080.5464,1242.0468,33,27,1,1,7.0,7.0
非普工业,2020-07-04,3080.5464,1242.0468,33,27,1,1,7.0,7.0
非普工业,2020-07-05,2856.7584,1506.2094,35,27,1,1,3.0,3.0
非普工业,2020-07-05,2856.7584,1506.2094,35,27,1,1,3.0,3.0
非普工业,2020-07-06,4024.5486,1629.5448,36,27,1,1,6.0,3.0
非普工业,2020-07-07,4065.4362,1675.5120000000004,35,28,1,1,3.0,3.0
非普工业,2020-07-08,4077.2442,1585.6368,34,28,1,1,6.0,3.0
非普工业,2020-07-09,4203.1866,1531.5534,34,27,5,5,7.0,5.0
非普工业,2020-07-10,4328.5794,1390.1334,35,29,1,1,3.0,3.0
非普工业,2020-07-11,3270.1026,1422.5544,35,29,1,1,3.0,3.0
非普工业,2020-07-12,2839.9956,1174.8948,35,28,1,1,3.0,3.0
非普工业,2020-07-13,4156.3716,1419.0174,36,28,1,1,0.0,0.0
非普工业,2020-07-14,4173.6042,1540.5714,37,28,1,1,3.0,3.0
非普工业,2020-07-15,4332.920999999999,1846.2684,37,28,1,1,0.0,0.0
非普工业,2020-07-16,4216.3728,1845.882,36,29,1,1,3.0,3.0
非普工业,2020-07-17,4213.8972,1425.5856,36,29,1,1,0.0,0.0
非普工业,2020-07-18,3153.7224,1712.5218,37,28,1,1,3.0,3.0
非普工业,2020-07-19,3024.3972,1559.4228,36,28,1,1,3.0,3.0
非普工业,2020-07-20,3978.9312,1386.5346,36,29,1,1,3.0,3.0
非普工业,2020-07-21,3967.542,1406.256,36,28,1,1,3.0,3.0
非普工业,2020-07-22,3740.1612,1393.6314,37,28,1,1,0.0,0.0
非普工业,2020-07-23,3619.8432,1478.9862,36,28,1,1,0.0,0.0
非普工业,2020-07-24,3685.2498,1459.6842,38,28,1,1,0.0,3.0
非普工业,2020-07-25,3096.6054,1581.1758,37,29,1,1,0.0,0.0
非普工业,2020-07-26,3108.4536,1714.9326,38,29,1,1,0.0,0.0
非普工业,2020-07-27,3925.395,1521.5544,37,29,1,1,3.0,3.0
非普工业,2020-07-28,3886.785,1329.561,36,28,1,1,3.0,3.0
非普工业,2020-07-29,3952.9902,1629.0558,37,28,1,1,3.0,3.0
非普工业,2020-07-30,3733.7418,1506.1938,35,27,1,1,7.0,7.0
非普工业,2020-07-31,4063.3302,1301.2902,31,26,1,1,,11.0
非普工业,2020-08-01,2993.3214,982.9374,31,26,5,5,11.0,11.0
非普工业,2020-08-02,2568.1626,1127.2428,29,25,1,1,,6.0
非普工业,2020-08-03,3378.5112,1106.4168,31,25,1,1,11.0,6.0
非普工业,2020-08-04,3489.0606,1277.241,35,26,1,1,7.0,7.0
非普工业,2020-08-05,3390.6894,1309.7214,30,25,1,1,11.0,11.0
非普工业,2020-08-06,3355.884,1172.9958,33,26,1,1,7.0,3.0
非普工业,2020-08-07,3610.6854,1333.8696,35,26,1,1,3.0,3.0
非普工业,2020-08-08,2984.5104,1197.2364,34,26,1,1,8.0,5.0
非普工业,2020-08-09,2703.0396,1398.9336,36,27,1,1,3.0,3.0
非普工业,2020-08-10,3658.5798,1656.4968,36,27,1,1,3.0,3.0
非普工业,2020-08-11,3886.0746,1435.6884,36,27,1,1,3.0,3.0
非普工业,2020-08-12,3589.176,1688.4492,32,26,5,5,7.0,7.0
非普工业,2020-08-13,3467.2482,1319.4948,33,25,5,5,11.0,11.0
非普工业,2020-08-14,3415.9992,1216.614,33,26,5,5,6.0,7.0
非普工业,2020-08-15,2944.8528,1548.726,34,26,1,1,6.0,6.0
非普工业,2020-08-16,2768.322,1532.388,34,27,1,1,7.0,7.0
非普工业,2020-08-17,3388.7874,1550.3466,33,26,5,5,8.0,8.0
非普工业,2020-08-18,3566.8878,1253.9514,33,25,1,1,8.0,8.0
非普工业,2020-08-19,3211.6716,1478.6076,28,26,5,5,8.0,5.0
非普工业,2020-08-20,3423.9882,1495.0728,32,27,5,5,7.0,7.0
非普工业,2020-08-21,3522.4356,1502.0394,36,26,1,1,8.0,8.0
非普工业,2020-08-22,2983.2282,1602.7686,35,26,1,1,3.0,3.0
非普工业,2020-08-23,2774.4888,1622.004,35,26,1,1,7.0,3.0
非普工业,2020-08-24,3716.1234,1674.2112,34,26,1,1,3.0,3.0
非普工业,2020-08-25,4164.5958,1372.4928,36,26,1,1,3.0,3.0
非普工业,2020-08-26,4078.7202,1717.8594,31,24,1,1,5.0,3.0
非普工业,2020-08-27,3795.18,1546.7148,34,25,1,1,3.0,3.0
非普工业,2020-08-28,3856.9782,598.116,36,27,1,1,3.0,3.0
非普工业,2020-08-29,3097.7394,0.0,36,28,1,1,3.0,0.0
非普工业,2020-08-30,3060.7074,1668.2364,35,27,1,1,3.0,3.0
非普工业,2020-08-31,3678.912,1542.441,35,27,1,1,7.0,7.0
非普工业,2020-09-01,4270.5264,1698.0888,36,28,1,1,7.0,3.0
非普工业,2020-09-02,4235.6886,1706.9448,36,27,1,1,3.0,3.0
非普工业,2020-09-03,4176.039000000002,1751.5698,36,28,1,1,3.0,3.0
非普工业,2020-09-04,4608.9612,1813.0416,35,27,1,1,7.0,3.0
非普工业,2020-09-05,2951.6502,1710.5064,33,27,1,1,7.0,7.0
非普工业,2020-09-06,2871.0354,1575.705,34,26,1,1,7.0,7.0
非普工业,2020-09-07,4210.3134,1668.7188,33,25,1,1,7.0,7.0
非普工业,2020-09-08,3956.7228,1473.4572,32,26,1,1,7.0,11.0
非普工业,2020-09-09,4217.4342,1638.7866,33,25,1,1,7.0,7.0
非普工业,2020-09-10,4074.6138,1592.4348,32,25,1,1,7.0,7.0
非普工业,2020-09-11,4127.0178,1662.0078,33,25,1,1,7.0,7.0
非普工业,2020-09-12,2931.0378,1541.6916,32,25,1,1,11.0,11.0
非普工业,2020-09-13,2806.1544,1515.3324,31,24,1,1,11.0,7.0
非普工业,2020-09-14,3999.6078,1591.0548,33,25,1,1,7.0,7.0
非普工业,2020-09-15,4016.7492,1566.6504,31,25,1,1,7.0,7.0
非普工业,2020-09-16,3893.655,1555.1946,32,24,1,1,7.0,3.0
非普工业,2020-09-17,4097.709,1596.2616,33,25,1,1,7.0,7.0
非普工业,2020-09-18,4099.257000000001,1602.5592,29,24,1,1,11.0,11.0
非普工业,2020-09-19,2719.5648,1451.2854,28,25,1,1,11.0,7.0
非普工业,2020-09-20,2758.2168,1463.8104,30,25,1,1,11.0,7.0
非普工业,2020-09-21,4215.7812,1577.1078,33,25,1,1,7.0,7.0
非普工业,2020-09-22,4121.3826,1613.8734,32,24,1,1,7.0,7.0
非普工业,2020-09-23,4147.2882,1687.1658,31,24,1,1,7.0,7.0
非普工业,2020-09-24,3544.2798,1559.8536,30,24,1,1,7.0,3.0
