,日期1,总有功功率（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
150,2018/1/1 18:45:00,239955.6556,22,12,0,0,2,2
151,2018/1/1 18:45:00,239955.6556,22,12,0,0,2,2
152,2018/1/1 19:00:00,245685.2832,22,12,0,0,2,2
153,2018/1/1 19:00:00,245685.2832,22,12,0,0,2,2
154,2018/1/1 19:15:00,237613.0838,22,12,0,0,2,2
155,2018/1/1 19:15:00,237613.0838,22,12,0,0,2,2
156,2018/1/1 19:30:00,235609.7078,22,12,0,0,2,2
157,2018/1/1 19:30:00,235609.7078,22,12,0,0,2,2
158,2018/1/1 19:45:00,257733.9648,22,12,0,0,2,2
159,2018/1/1 19:45:00,257733.9648,22,12,0,0,2,2
160,2018/1/1 20:00:00,243098.5973,22,12,0,0,2,2
161,2018/1/1 20:00:00,243098.5973,22,12,0,0,2,2
162,2018/1/1 20:15:00,234799.065,22,12,0,0,2,2
163,2018/1/1 20:15:00,234799.065,22,12,0,0,2,2
164,2018/1/1 20:30:00,234718.8229,22,12,0,0,2,2
165,2018/1/1 20:30:00,234718.8229,22,12,0,0,2,2
166,2018/1/1 20:45:00,232592.4679,22,12,0,0,2,2
167,2018/1/1 20:45:00,232592.4679,22,12,0,0,2,2
168,2018/1/1 21:00:00,241985.9952,22,12,0,0,2,2
169,2018/1/1 21:00:00,241985.9952,22,12,0,0,2,2
170,2018/1/1 21:15:00,234320.5234,22,12,0,0,2,2
171,2018/1/1 21:15:00,234320.5234,22,12,0,0,2,2
172,2018/1/1 21:30:00,234535.8695,22,12,0,0,2,2
173,2018/1/1 21:30:00,234535.8695,22,12,0,0,2,2
174,2018/1/1 21:45:00,232184.9459,22,12,0,0,2,2
175,2018/1/1 21:45:00,232184.9459,22,12,0,0,2,2
176,2018/1/1 22:00:00,238362.0286,22,12,0,0,2,2
177,2018/1/1 22:00:00,238362.0286,22,12,0,0,2,2
178,2018/1/1 22:15:00,228433.3587,22,12,0,0,2,2
179,2018/1/1 22:15:00,228433.3587,22,12,0,0,2,2
180,2018/1/1 22:30:00,224915.6451,22,12,0,0,2,2
181,2018/1/1 22:30:00,224915.6451,22,12,0,0,2,2
182,2018/1/1 22:45:00,222615.9423,22,12,0,0,2,2
183,2018/1/1 22:45:00,222615.9423,22,12,0,0,2,2
184,2018/1/1 23:00:00,225228.9648,22,12,0,0,2,2
185,2018/1/1 23:00:00,225228.9648,22,12,0,0,2,2
186,2018/1/1 23:15:00,213662.3933,22,12,0,0,2,2
187,2018/1/1 23:15:00,213662.3933,22,12,0,0,2,2
188,2018/1/1 23:30:00,209709.2317,22,12,0,0,2,2
189,2018/1/1 23:30:00,209709.2317,22,12,0,0,2,2
190,2018/1/1 23:45:00,205839.6378,22,12,0,0,2,2
191,2018/1/1 23:45:00,205839.6378,22,12,0,0,2,2
192,2018/1/2 00:00:00,207655.199,22,15,0,0,2,2
193,2018/1/2 00:15:00,200673.8192,22,15,0,0,2,2
194,2018/1/2 00:30:00,199179.7267,22,15,0,0,2,2
195,2018/1/2 00:45:00,199204.4665,22,15,0,0,2,2
196,2018/1/2 01:00:00,213530.4627,22,15,0,0,2,2
197,2018/1/2 01:15:00,192532.5988,22,15,0,0,2,2
198,2018/1/2 01:30:00,188883.3155,22,15,0,0,2,2
199,2018/1/2 01:45:00,188022.8548,22,15,0,0,2,2
200,2018/1/2 02:00:00,194513.1024,22,15,0,0,2,2
201,2018/1/2 02:15:00,187211.6824,22,15,0,0,2,2
202,2018/1/2 02:30:00,186676.0267,22,15,0,0,2,2
203,2018/1/2 02:45:00,183970.1142,22,15,0,0,2,2
204,2018/1/2 03:00:00,192147.2175,22,15,0,0,2,2
205,2018/1/2 03:15:00,187208.2493,22,15,0,0,2,2
206,2018/1/2 03:30:00,183574.6476,22,15,0,0,2,2
207,2018/1/2 03:45:00,184074.5309,22,15,0,0,2,2
208,2018/1/2 04:00:00,190485.6254,22,15,0,0,2,2
209,2018/1/2 04:15:00,183505.2648,22,15,0,0,2,2
210,2018/1/2 04:30:00,185665.694,22,15,0,0,2,2
211,2018/1/2 04:45:00,184974.7125,22,15,0,0,2,2
212,2018/1/2 05:00:00,188852.4406,22,15,0,0,2,2
213,2018/1/2 05:15:00,187311.9731,22,15,0,0,2,2
214,2018/1/2 05:30:00,186612.9856,22,15,0,0,2,2
215,2018/1/2 05:45:00,190574.9614,22,15,0,0,2,2
216,2018/1/2 06:00:00,194149.9364,22,15,0,0,2,2
217,2018/1/2 06:15:00,196577.7408,22,15,0,0,2,2
218,2018/1/2 06:30:00,201184.69600000005,22,15,0,0,2,2
219,2018/1/2 06:45:00,208574.5144,22,15,0,0,2,2
220,2018/1/2 07:00:00,221698.3704,22,15,0,0,2,2
221,2018/1/2 07:15:00,219836.7216,22,15,0,0,2,2
222,2018/1/2 07:30:00,222402.2718,22,15,0,0,2,2
223,2018/1/2 07:45:00,226924.9301,22,15,0,0,2,2
224,2018/1/2 08:00:00,243047.2818,22,15,0,0,2,2
225,2018/1/2 08:15:00,243978.8109,22,15,0,0,2,2
226,2018/1/2 08:30:00,251214.9982,22,15,0,0,2,2
227,2018/1/2 08:45:00,254332.2122,22,15,0,0,2,2
228,2018/1/2 09:00:00,265697.1408,22,15,0,0,2,2
229,2018/1/2 09:15:00,257857.5986,22,15,0,0,2,2
230,2018/1/2 09:30:00,261652.975,22,15,0,0,2,2
231,2018/1/2 09:45:00,264042.7566,22,15,0,0,2,2
232,2018/1/2 10:00:00,275416.1493,22,15,0,0,2,2
233,2018/1/2 10:15:00,279406.5733,22,15,0,0,2,2
234,2018/1/2 10:30:00,268318.4772,22,15,0,0,2,2
235,2018/1/2 10:45:00,270938.5855,22,15,0,0,2,2
236,2018/1/2 11:00:00,278541.018,22,15,0,0,2,2
237,2018/1/2 11:15:00,272918.355,22,15,0,0,2,2
238,2018/1/2 11:30:00,273990.4246,22,15,0,0,2,2
239,2018/1/2 11:45:00,271617.693,22,15,0,0,2,2
240,2018/1/2 12:00:00,272469.7243,22,15,0,0,2,2
241,2018/1/2 12:15:00,260771.7485,22,15,0,0,2,2
242,2018/1/2 12:30:00,258852.8711,22,15,0,0,2,2
243,2018/1/2 12:45:00,258166.5919,22,15,0,0,2,2
244,2018/1/2 13:00:00,267246.677,22,15,0,0,2,2
245,2018/1/2 13:15:00,259031.7941,22,15,0,0,2,2
246,2018/1/2 13:30:00,260376.3335,22,15,0,0,2,2
247,2018/1/2 13:45:00,262777.1416,22,15,0,0,2,2
248,2018/1/2 14:00:00,272442.7444,22,15,0,0,2,2
249,2018/1/2 14:15:00,276357.2855,22,15,0,0,2,2
250,2018/1/2 14:30:00,266618.843,22,15,0,0,2,2
251,2018/1/2 14:45:00,267120.548,22,15,0,0,2,2
252,2018/1/2 15:00:00,275829.331,22,15,0,0,2,2
253,2018/1/2 15:15:00,267677.7355,22,15,0,0,2,2
254,2018/1/2 15:30:00,266163.1547,22,15,0,0,2,2
255,2018/1/2 15:45:00,266942.5512,22,15,0,0,2,2
256,2018/1/2 16:00:00,276734.8392,22,15,0,0,2,2
257,2018/1/2 16:15:00,271111.4401,22,15,0,0,2,2
258,2018/1/2 16:30:00,271229.6933,22,15,0,0,2,2
259,2018/1/2 16:45:00,271317.3462,22,15,0,0,2,2
260,2018/1/2 17:00:00,282250.4791,22,15,0,0,2,2
261,2018/1/2 17:15:00,274802.6762,22,15,0,0,2,2
262,2018/1/2 17:30:00,274864.8965,22,15,0,0,2,2
263,2018/1/2 17:45:00,275039.764,22,15,0,0,2,2
264,2018/1/2 18:00:00,287011.762,22,15,0,0,2,2
265,2018/1/2 18:15:00,277391.8764,22,15,0,0,2,2
266,2018/1/2 18:30:00,278113.1702,22,15,0,0,2,2
267,2018/1/2 18:45:00,279531.661,22,15,0,0,2,2
268,2018/1/2 19:00:00,283484.1777,22,15,0,0,2,2
269,2018/1/2 19:15:00,273974.4673,22,15,0,0,2,2
270,2018/1/2 19:30:00,274232.8925,22,15,0,0,2,2
271,2018/1/2 19:45:00,272242.6075,22,15,0,0,2,2
272,2018/1/2 20:00:00,279454.8968,22,15,0,0,2,2
273,2018/1/2 20:15:00,269717.498,22,15,0,0,2,2
274,2018/1/2 20:30:00,288502.5947,22,15,0,0,2,2
275,2018/1/2 20:45:00,269372.8494,22,15,0,0,2,2
276,2018/1/2 21:00:00,277066.0986,22,15,0,0,2,2
277,2018/1/2 21:15:00,269143.2831,22,15,0,0,2,2
278,2018/1/2 21:30:00,269290.6416,22,15,0,0,2,2
279,2018/1/2 21:45:00,267889.5761,22,15,0,0,2,2
280,2018/1/2 22:00:00,271585.0201,22,15,0,0,2,2
281,2018/1/2 22:15:00,263482.9724,22,15,0,0,2,2
282,2018/1/2 22:30:00,260430.3031,22,15,0,0,2,2
283,2018/1/2 22:45:00,268515.536,22,15,0,0,2,2
284,2018/1/2 23:00:00,260295.6097,22,15,0,0,2,2
285,2018/1/2 23:15:00,270992.1341,22,15,0,0,2,2
286,2018/1/2 23:30:00,250472.5514,22,15,0,0,2,2
287,2018/1/2 23:45:00,244224.2,22,15,0,0,2,2
288,2018/1/3 00:00:00,248503.48100000003,23,15,0,0,2,3
289,2018/1/3 00:15:00,236440.6647,23,15,0,0,2,3
290,2018/1/3 00:30:00,233974.9909,23,15,0,0,2,3
291,2018/1/3 00:45:00,232474.0213,23,15,0,0,2,3
292,2018/1/3 01:00:00,235308.6404,23,15,0,0,2,3
293,2018/1/3 01:15:00,231016.0498,23,15,0,0,2,3
294,2018/1/3 01:30:00,230976.846,23,15,0,0,2,3
295,2018/1/3 01:45:00,226422.5222,23,15,0,0,2,3
296,2018/1/3 02:00:00,233703.3045,23,15,0,0,2,3
297,2018/1/3 02:15:00,227215.1967,23,15,0,0,2,3
298,2018/1/3 02:30:00,226643.4213,23,15,0,0,2,3
299,2018/1/3 02:45:00,222796.8435,23,15,0,0,2,3
300,2018/1/3 03:00:00,230989.9527,23,15,0,0,2,3
301,2018/1/3 03:15:00,224157.1294,23,15,0,0,2,3
302,2018/1/3 03:30:00,223000.2206,23,15,0,0,2,3
303,2018/1/3 03:45:00,221118.7454,23,15,0,0,2,3
304,2018/1/3 04:00:00,229261.9354,23,15,0,0,2,3
305,2018/1/3 04:15:00,220601.5301,23,15,0,0,2,3
306,2018/1/3 04:30:00,243930.0506,23,15,0,0,2,3
307,2018/1/3 04:45:00,223590.9431,23,15,0,0,2,3
308,2018/1/3 05:00:00,229203.7051,23,15,0,0,2,3
309,2018/1/3 05:15:00,224433.0269,23,15,0,0,2,3
310,2018/1/3 05:30:00,224597.0864,23,15,0,0,2,3
311,2018/1/3 05:45:00,223863.9404,23,15,0,0,2,3
312,2018/1/3 06:00:00,255001.5708,23,15,0,0,2,3
313,2018/1/3 06:15:00,229746.1471,23,15,0,0,2,3
314,2018/1/3 06:30:00,231448.7268,23,15,0,0,2,3
315,2018/1/3 06:45:00,236428.4191,23,15,0,0,2,3
316,2018/1/3 07:00:00,244772.4186,23,15,0,0,2,3
317,2018/1/3 07:15:00,242487.6586,23,15,0,0,2,3
318,2018/1/3 07:30:00,247589.8449,23,15,0,0,2,3
319,2018/1/3 07:45:00,249011.91600000003,23,15,0,0,2,3
320,2018/1/3 08:00:00,252343.7944,23,15,0,0,2,3
321,2018/1/3 08:15:00,252536.6286,23,15,0,0,2,3
322,2018/1/3 08:30:00,258957.7553,23,15,0,0,2,3
323,2018/1/3 08:45:00,263260.3256,23,15,0,0,2,3
324,2018/1/3 09:00:00,271855.098,23,15,0,0,2,3
325,2018/1/3 09:15:00,266510.4446,23,15,0,0,2,3
326,2018/1/3 09:30:00,270730.8464,23,15,0,0,2,3
327,2018/1/3 09:45:00,273699.8698,23,15,0,0,2,3
328,2018/1/3 10:00:00,283563.1514,23,15,0,0,2,3
329,2018/1/3 10:15:00,276117.4985,23,15,0,0,2,3
330,2018/1/3 10:30:00,276965.0823,23,15,0,0,2,3
331,2018/1/3 10:45:00,276390.4756,23,15,0,0,2,3
332,2018/1/3 11:00:00,285706.5335,23,15,0,0,2,3
333,2018/1/3 11:15:00,281081.7373,23,15,0,0,2,3
334,2018/1/3 11:30:00,279780.5659,23,15,0,0,2,3
335,2018/1/3 11:45:00,275217.9222,23,15,0,0,2,3
336,2018/1/3 12:00:00,278808.0324,23,15,0,0,2,3
337,2018/1/3 12:15:00,264450.5461,23,15,0,0,2,3
338,2018/1/3 12:30:00,264164.1969,23,15,0,0,2,3
339,2018/1/3 12:45:00,261925.8211,23,15,0,0,2,3
340,2018/1/3 13:00:00,270996.8535,23,15,0,0,2,3
341,2018/1/3 13:15:00,264284.1728,23,15,0,0,2,3
342,2018/1/3 13:30:00,267361.4337,23,15,0,0,2,3
343,2018/1/3 13:45:00,269197.7954,23,15,0,0,2,3
344,2018/1/3 14:00:00,278255.6279,23,15,0,0,2,3
345,2018/1/3 14:15:00,270579.4558,23,15,0,0,2,3
346,2018/1/3 14:30:00,271599.9793,23,15,0,0,2,3
347,2018/1/3 14:45:00,272383.9139,23,15,0,0,2,3
348,2018/1/3 15:00:00,279006.927,23,15,0,0,2,3
349,2018/1/3 15:15:00,272034.6634,23,15,0,0,2,3
350,2018/1/3 15:30:00,272780.2601,23,15,0,0,2,3
351,2018/1/3 15:45:00,273963.9585,23,15,0,0,2,3
352,2018/1/3 16:00:00,292876.4516,23,15,0,0,2,3
353,2018/1/3 16:15:00,275251.6639,23,15,0,0,2,3
354,2018/1/3 16:30:00,276334.3486,23,15,0,0,2,3
355,2018/1/3 16:45:00,279428.103,23,15,0,0,2,3
356,2018/1/3 17:00:00,288340.6935,23,15,0,0,2,3
357,2018/1/3 17:15:00,280613.3599,23,15,0,0,2,3
358,2018/1/3 17:30:00,298526.8262,23,15,0,0,2,3
359,2018/1/3 17:45:00,280599.2631,23,15,0,0,2,3
360,2018/1/3 18:00:00,299818.3703,23,15,0,0,2,3
361,2018/1/3 18:15:00,300698.5858,23,15,0,0,2,3
362,2018/1/3 18:30:00,282142.9144,23,15,0,0,2,3
363,2018/1/3 18:45:00,282137.2609,23,15,0,0,2,3
364,2018/1/3 19:00:00,288144.9605,23,15,0,0,2,3
365,2018/1/3 19:15:00,279123.3055,23,15,0,0,2,3
366,2018/1/3 19:30:00,276821.8592,23,15,0,0,2,3
367,2018/1/3 19:45:00,275063.9618,23,15,0,0,2,3
368,2018/1/3 20:00:00,281878.2763,23,15,0,0,2,3
369,2018/1/3 20:15:00,274180.4248,23,15,0,0,2,3
370,2018/1/3 20:30:00,274580.8224,23,15,0,0,2,3
371,2018/1/3 20:45:00,275710.1706,23,15,0,0,2,3
372,2018/1/3 21:00:00,282712.0616,23,15,0,0,2,3
373,2018/1/3 21:15:00,275035.2621,23,15,0,0,2,3
374,2018/1/3 21:30:00,274789.8773,23,15,0,0,2,3
375,2018/1/3 21:45:00,274039.4817,23,15,0,0,2,3
376,2018/1/3 22:00:00,280565.2247,23,15,0,0,2,3
377,2018/1/3 22:15:00,289556.1424,23,15,0,0,2,3
378,2018/1/3 22:30:00,266657.4444,23,15,0,0,2,3
379,2018/1/3 22:45:00,264818.1174,23,15,0,0,2,3
380,2018/1/3 23:00:00,268641.5741,23,15,0,0,2,3
381,2018/1/3 23:15:00,255383.4266,23,15,0,0,2,3
382,2018/1/3 23:30:00,253372.3768,23,15,0,0,2,3
383,2018/1/3 23:45:00,247607.8786,23,15,0,0,2,3
384,2018/1/4 00:00:00,253310.1506,21,16,0,0,2,4
385,2018/1/4 00:15:00,244545.2255,21,16,0,0,2,4
386,2018/1/4 00:30:00,239774.334,21,16,0,0,2,4
387,2018/1/4 00:45:00,242000.7265,21,16,0,0,2,4
388,2018/1/4 01:00:00,245132.8146,21,16,0,0,2,4
389,2018/1/4 01:15:00,236083.3085,21,16,0,0,2,4
390,2018/1/4 01:30:00,236025.2417,21,16,0,0,2,4
391,2018/1/4 01:45:00,233812.6096,21,16,0,0,2,4
392,2018/1/4 02:00:00,242392.4277,21,16,0,0,2,4
393,2018/1/4 02:15:00,229510.9984,21,16,0,0,2,4
394,2018/1/4 02:30:00,238799.9128,21,16,0,0,2,4
395,2018/1/4 02:45:00,231004.3951,21,16,0,0,2,4
396,2018/1/4 03:00:00,239475.4043,21,16,0,0,2,4
397,2018/1/4 03:15:00,228462.6732,21,16,0,0,2,4
398,2018/1/4 03:30:00,227334.3705,21,16,0,0,2,4
399,2018/1/4 03:45:00,239756.0998,21,16,0,0,2,4
400,2018/1/4 04:00:00,235561.4881,21,16,0,0,2,4
401,2018/1/4 04:15:00,228340.8019,21,16,0,0,2,4
402,2018/1/4 04:30:00,228820.4079,21,16,0,0,2,4
403,2018/1/4 04:45:00,224981.5866,21,16,0,0,2,4
404,2018/1/4 05:00:00,235304.8001,21,16,0,0,2,4
405,2018/1/4 05:15:00,228553.3428,21,16,0,0,2,4
406,2018/1/4 05:30:00,229301.5389,21,16,0,0,2,4
407,2018/1/4 05:45:00,231707.3567,21,16,0,0,2,4
408,2018/1/4 06:00:00,238948.7896,21,16,0,0,2,4
409,2018/1/4 06:15:00,235472.8185,21,16,0,0,2,4
410,2018/1/4 06:30:00,234609.8733,21,16,0,0,2,4
411,2018/1/4 06:45:00,242488.8644,21,16,0,0,2,4
412,2018/1/4 07:00:00,251308.6685,21,16,0,0,2,4
413,2018/1/4 07:15:00,247162.9363,21,16,0,0,2,4
414,2018/1/4 07:30:00,247928.6043,21,16,0,0,2,4
415,2018/1/4 07:45:00,248116.5501,21,16,0,0,2,4
416,2018/1/4 08:00:00,268484.8857,21,16,0,0,2,4
417,2018/1/4 08:15:00,257311.5155,21,16,0,0,2,4
418,2018/1/4 08:30:00,261298.2307,21,16,0,0,2,4
419,2018/1/4 08:45:00,266214.7218,21,16,0,0,2,4
420,2018/1/4 09:00:00,276360.0949,21,16,0,0,2,4
421,2018/1/4 09:15:00,270034.7497,21,16,0,0,2,4
