行业类型,日期1,有功功率最大值（kw）,有功功率最小值（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
大工业用电,2019-03-25,127732.6662,95784.2442,18,14,1,1,8.0,5.0
大工业用电,2019-03-26,124295.6682,95146.9044,26,18,1,1,5.0,5.0
大工业用电,2019-03-27,130056.7992,103581.8184,25,20,1,1,5.0,3.0
大工业用电,2019-03-28,134397.8178,102823.2336,27,21,1,1,3.0,5.0
大工业用电,2019-03-29,143142.1248,105450.633,26,21,1,1,11.0,9.0
大工业用电,2019-03-30,130326.4998,107181.1542,27,20,1,1,3.0,3.0
大工业用电,2019-03-31,125339.4384,96819.5064,26,18,1,1,11.0,6.0
大工业用电,2019-04-01,140624.7558,112591.7148,22,16,1,1,8.0,5.0
大工业用电,2019-04-02,138973.797,110305.5774,24,17,1,1,5.0,5.0
大工业用电,2019-04-03,140180.9172,109311.7506,27,20,1,1,5.0,6.0
大工业用电,2019-04-04,131939.0496,92050.8288,23,17,1,1,6.0,6.0
大工业用电,2019-04-05,107922.9402,57506.3724,27,18,1,1,3.0,3.0
大工业用电,2019-04-06,105240.7842,65793.7254,28,21,1,1,3.0,3.0
大工业用电,2019-04-07,123497.1912,95876.2116,30,22,1,1,3.0,3.0
大工业用电,2019-04-08,142263.7932,109855.1196,31,24,5,5,3.0,3.0
大工业用电,2019-04-09,143186.1756,109275.192,31,24,1,1,3.0,3.0
大工业用电,2019-04-10,146660.7108,114215.7624,30,22,1,1,7.0,7.0
大工业用电,2019-04-11,136882.9536,104716.8288,30,23,1,1,11.0,11.0
大工业用电,2019-04-12,134253.5268,105442.3176,19,16,1,1,15.0,
大工业用电,2019-04-13,137762.2992,107815.0026,22,17,1,1,6.0,13.0
大工业用电,2019-04-14,134319.8616,102873.6432,25,20,1,1,13.0,6.0
大工业用电,2019-04-15,129946.233,104568.4524,25,20,1,1,6.0,13.0
大工业用电,2019-04-16,134479.0614,104293.4022,23,19,1,1,,8.0
大工业用电,2019-04-17,129758.544,106809.9972,27,20,1,1,3.0,3.0
大工业用电,2019-04-18,128323.9128,102690.6384,25,22,1,1,11.0,15.0
大工业用电,2019-04-19,129004.8588,104968.2918,25,22,1,1,15.0,13.0
大工业用电,2019-04-20,130021.4136,103851.0204,28,20,1,1,11.0,7.0
大工业用电,2019-04-21,124377.1158,95431.392,27,23,1,1,11.0,6.0
大工业用电,2019-04-22,146709.6726,106313.7306,30,24,1,1,7.0,3.0
大工业用电,2019-04-23,148031.69400000002,116694.6294,30,24,1,1,6.0,3.0
大工业用电,2019-04-24,148863.5724,114307.6428,33,25,1,1,3.0,3.0
大工业用电,2019-04-25,148364.3184,115547.763,32,25,1,1,7.0,5.0
大工业用电,2019-04-26,141903.2406,113324.2686,30,25,1,1,13.0,11.0
大工业用电,2019-04-27,137936.0946,106272.6828,26,22,1,1,8.0,6.0
大工业用电,2019-04-28,135736.2732,101373.5502,27,22,1,1,7.0,6.0
大工业用电,2019-04-29,135882.2526,103197.1482,30,23,1,1,6.0,7.0
大工业用电,2019-04-30,126337.2186,97323.8964,27,21,1,1,15.0,6.0
大工业用电,2019-05-01,110709.2436,47146.4676,27,19,1,1,3.0,3.0
大工业用电,2019-05-02,80901.0486,52875.0186,25,20,1,1,6.0,3.0
大工业用电,2019-05-03,108790.4286,73346.0658,26,20,1,1,3.0,3.0
大工业用电,2019-05-04,120066.8916,91618.4964,25,21,1,1,8.0,8.0
大工业用电,2019-05-05,120646.827,98101.0494,22,18,5,5,13.0,13.0
大工业用电,2019-05-06,132131.928,104240.7606,23,19,1,1,11.0,11.0
大工业用电,2019-05-07,131731.9266,99372.8544,23,19,1,1,6.0,11.0
大工业用电,2019-05-08,131545.11,106037.8326,22,19,1,1,13.0,11.0
大工业用电,2019-05-09,134805.99,106759.2678,24,20,1,1,5.0,5.0
大工业用电,2019-05-10,130120.5306,104193.8442,29,23,1,1,3.0,3.0
大工业用电,2019-05-11,126833.949,100474.8876,32,24,1,1,3.0,3.0
大工业用电,2019-05-12,123637.1814,92308.3236,32,23,1,1,3.0,3.0
大工业用电,2019-05-13,141451.6578,108916.5,33,25,1,1,3.0,3.0
大工业用电,2019-05-14,137817.426,108795.3462,32,26,1,1,3.0,3.0
大工业用电,2019-05-15,138566.4558,107697.7218,32,26,1,1,7.0,3.0
大工业用电,2019-05-16,135951.1548,105956.1138,33,26,1,1,7.0,3.0
大工业用电,2019-05-17,141613.5708,107147.3664,34,27,1,1,7.0,6.0
大工业用电,2019-05-18,133473.4842,103370.6724,35,27,1,1,7.0,6.0
大工业用电,2019-05-19,124058.2812,97149.2832,35,24,1,1,7.0,11.0
大工业用电,2019-05-20,135250.3608,101118.3576,31,24,1,1,11.0,6.0
大工业用电,2019-05-21,141596.5914,108516.9006,31,24,1,1,5.0,6.0
大工业用电,2019-05-22,136047.5034,105945.2712,29,24,1,1,11.0,13.0
大工业用电,2019-05-23,133083.6066,104266.5486,29,23,1,1,6.0,13.0
大工业用电,2019-05-24,136262.1306,106699.8996,29,24,1,1,,11.0
大工业用电,2019-05-25,134391.15,105461.5716,31,25,1,1,11.0,11.0
大工业用电,2019-05-26,122551.3122,90529.6872,30,24,1,1,11.0,13.0
大工业用电,2019-05-27,134882.2686,104139.6816,29,24,1,1,15.0,13.0
大工业用电,2019-05-28,133755.5424,99835.296,29,24,1,1,11.0,14.0
大工业用电,2019-05-29,128917.974,104229.7638,27,24,1,1,15.0,13.0
大工业用电,2019-05-30,129848.5458,99803.6004,29,24,1,1,13.0,13.0
大工业用电,2019-05-31,127650.1296,96811.8486,29,25,1,1,11.0,6.0
大工业用电,2019-06-01,120154.434,96440.9526,30,25,1,1,13.0,13.0
大工业用电,2019-06-02,118313.004,91741.1232,31,25,1,1,13.0,11.0
大工业用电,2019-06-03,133750.914,103205.8482,31,25,1,1,7.0,11.0
大工业用电,2019-06-04,138806.7354,105472.3782,34,26,1,1,7.0,7.0
大工业用电,2019-06-05,142735.8276,99916.7298,33,26,1,1,7.0,3.0
大工业用电,2019-06-06,130332.3972,96464.5794,35,26,1,1,7.0,3.0
大工业用电,2019-06-07,114016.8078,53907.9846,35,28,1,1,7.0,3.0
大工业用电,2019-06-08,101529.063,1283.472,35,28,1,1,6.0,3.0
大工业用电,2019-06-09,117999.288,1818.696,35,27,1,1,7.0,7.0
大工业用电,2019-06-10,133365.241,501.228,33,24,1,1,7.0,13.0
大工业用电,2019-06-11,142559.2464,927.84,29,25,1,1,,11.0
大工业用电,2019-06-12,132392.0832,98541.4746,30,24,1,1,13.0,13.0
大工业用电,2019-06-13,141910.0872,85664.5122,31,25,1,1,15.0,6.0
大工业用电,2019-06-14,125628.1674,18526.2492,33,25,1,1,0.0,3.0
大工业用电,2019-06-15,2433.882,2.82,35,25,1,1,3.0,3.0
大工业用电,2019-06-16,90357.6504,2.82,33,26,5,5,7.0,7.0
大工业用电,2019-06-17,133505.8578,33574.0608,32,26,1,1,7.0,7.0
大工业用电,2019-06-18,135419.4144,95344.3494,33,26,1,1,11.0,3.0
大工业用电,2019-06-19,132829.7682,82100.145,35,27,1,1,6.0,3.0
大工业用电,2019-06-20,142114.5768,101955.6798,35,28,1,1,3.0,3.0
大工业用电,2019-06-21,138804.0864,104240.7888,35,28,1,1,7.0,3.0
大工业用电,2019-06-22,132029.7996,97619.037,35,29,1,1,3.0,3.0
大工业用电,2019-06-23,124185.7056,71319.174,34,26,1,1,13.0,14.0
大工业用电,2019-06-24,132512.1114,76879.3176,27,25,1,1,13.0,11.0
大工业用电,2019-06-25,126716.5296,80875.5192,30,26,1,1,13.0,11.0
大工业用电,2019-06-26,116773.8594,80134.7076,31,26,1,1,11.0,6.0
大工业用电,2019-06-27,126110.7708,84507.3582,34,27,1,1,7.0,7.0
大工业用电,2019-06-28,126010.2186,89051.4198,35,28,1,1,7.0,3.0
大工业用电,2019-06-29,121016.3292,87547.0284,36,28,1,1,7.0,3.0
大工业用电,2019-06-30,116409.0714,82886.2524,36,28,1,1,7.0,3.0
大工业用电,2019-07-01,128677.7118,98878.0116,34,28,1,1,11.0,11.0
大工业用电,2019-07-02,135806.7798,98761.5222,34,25,1,1,6.0,6.0
大工业用电,2019-07-03,138405.2238,102240.4068,30,26,1,1,13.0,13.0
大工业用电,2019-07-04,141753.9792,102880.5702,33,26,1,1,7.0,3.0
大工业用电,2019-07-05,138814.4694,106263.1176,34,28,1,1,6.0,3.0
大工业用电,2019-07-06,138907.749,292.452,35,28,1,1,6.0,3.0
大工业用电,2019-07-07,131224.0488,96630.0312,35,28,1,1,3.0,3.0
大工业用电,2019-07-08,145433.1876,106374.2538,35,28,5,5,7.0,3.0
大工业用电,2019-07-09,141784.1274,107192.463,32,25,1,1,7.0,14.0
大工业用电,2019-07-10,140044.7442,104719.3356,30,26,1,1,15.0,7.0
大工业用电,2019-07-11,135196.2198,34360.8342,30,26,1,1,6.0,6.0
大工业用电,2019-07-12,138374.75400000002,100937.4066,34,27,1,1,7.0,7.0
大工业用电,2019-07-13,131545.8936,101170.1988,34,28,1,1,6.0,3.0
大工业用电,2019-07-14,128013.381,93039.7464,34,28,1,1,6.0,3.0
大工业用电,2019-07-15,139914.3402,106793.2026,35,27,1,1,7.0,3.0
大工业用电,2019-07-16,133768.8402,101287.9008,35,28,1,1,3.0,3.0
大工业用电,2019-07-17,139402.566,108336.9414,37,29,1,1,0.0,0.0
大工业用电,2019-07-18,141806.3028,105978.3174,37,28,1,1,6.0,6.0
大工业用电,2019-07-19,137793.516,39765.672,36,28,1,1,7.0,6.0
大工业用电,2019-07-20,131283.0198,2771.718,34,27,1,1,7.0,6.0
大工业用电,2019-07-21,125250.6816,430.56,35,27,1,1,7.0,3.0
大工业用电,2019-07-22,140553.846,8948.261999999999,33,26,1,1,7.0,3.0
大工业用电,2019-07-23,139481.814,103378.341,34,26,1,1,7.0,6.0
大工业用电,2019-07-24,138387.0774,108190.5258,34,26,1,1,7.0,3.0
大工业用电,2019-07-25,143828.9874,103207.1712,34,27,1,1,7.0,3.0
大工业用电,2019-07-26,136263.519,102097.4106,35,27,1,1,7.0,3.0
大工业用电,2019-07-27,135317.4882,102668.3016,36,27,1,1,0.0,3.0
大工业用电,2019-07-28,124151.8386,95866.6548,35,27,1,1,7.0,3.0
大工业用电,2019-07-29,136578.8334,840.63,33,28,1,1,7.0,7.0
大工业用电,2019-07-30,137935.446,106145.0994,33,26,1,1,6.0,6.0
大工业用电,2019-07-31,133450.9476,102755.1744,30,26,5,5,11.0,13.0
大工业用电,2019-08-01,124440.861,99967.6866,29,25,5,5,15.0,15.0
大工业用电,2019-08-02,128891.352,105240.2118,29,25,1,1,13.0,6.0
大工业用电,2019-08-03,135959.1402,104180.7642,30,25,1,1,,6.0
大工业用电,2019-08-04,126590.109,94465.6242,33,27,1,1,3.0,3.0
大工业用电,2019-08-05,142170.3558,108287.5836,35,27,1,1,0.0,3.0
大工业用电,2019-08-06,136744.92,107286.1878,35,28,1,1,6.0,6.0
大工业用电,2019-08-07,145080.9756,111968.2908,36,27,1,1,7.0,3.0
大工业用电,2019-08-08,139691.9814,111525.735,37,28,1,1,3.0,3.0
大工业用电,2019-08-09,142389.7548,111697.5594,37,28,1,1,0.0,0.0
大工业用电,2019-08-10,141970.9194,106191.7968,37,28,1,1,7.0,3.0
大工业用电,2019-08-11,127302.816,89159.538,35,28,1,1,7.0,6.0
大工业用电,2019-08-12,138430.7082,103946.1726,34,27,1,1,7.0,3.0
大工业用电,2019-08-13,139509.8376,105443.4624,36,27,1,1,3.0,7.0
大工业用电,2019-08-14,142163.3406,105063.831,35,27,1,1,7.0,7.0
大工业用电,2019-08-15,138823.14,104066.7438,35,26,1,1,7.0,7.0
大工业用电,2019-08-16,137081.0544,102428.1486,35,27,1,1,7.0,3.0
大工业用电,2019-08-17,133515.6042,101262.699,32,26,1,1,11.0,11.0
大工业用电,2019-08-18,123181.4418,93827.001,30,25,1,1,13.0,7.0
大工业用电,2019-08-19,138404.2956,105022.5942,31,25,1,1,7.0,6.0
大工业用电,2019-08-20,140097.549,106274.0442,35,26,1,1,7.0,3.0
大工业用电,2019-08-21,138801.09,105729.7752,35,27,1,1,6.0,3.0
大工业用电,2019-08-22,141532.725,105126.4122,35,28,1,1,7.0,3.0
大工业用电,2019-08-23,141959.2488,106154.3802,34,27,1,1,3.0,3.0
大工业用电,2019-08-24,133769.529,100095.7362,37,27,1,1,0.0,5.0
大工业用电,2019-08-25,118841.2452,89400.3492,33,26,5,5,11.0,11.0
大工业用电,2019-08-26,134598.5358,102273.7092,30,25,1,1,13.0,6.0
大工业用电,2019-08-27,139665.1902,106710.8196,33,27,1,1,6.0,3.0
大工业用电,2019-08-28,141173.1606,107157.5352,36,27,1,1,3.0,3.0
大工业用电,2019-08-29,143022.1518,107173.6464,33,26,1,1,7.0,7.0
大工业用电,2019-08-30,137361.0973,104783.145,31,26,1,1,13.0,11.0
大工业用电,2019-08-31,128536.9092,96985.3878,30,25,1,1,,7.0
大工业用电,2019-09-01,115260.3366,88919.6304,33,25,1,1,11.0,11.0
大工业用电,2019-09-02,134190.0834,101245.935,31,25,1,1,13.0,6.0
大工业用电,2019-09-03,134815.8318,105975.7158,31,24,1,1,7.0,6.0
大工业用电,2019-09-04,137454.5472,106164.8022,32,25,5,5,6.0,11.0
大工业用电,2019-09-05,138554.0412,106283.6688,32,25,1,1,7.0,3.0
大工业用电,2019-09-06,139425.5742,107830.671,33,26,1,1,6.0,3.0
大工业用电,2019-09-07,136867.9656,103502.4918,36,27,1,1,0.0,0.0
大工业用电,2019-09-08,123669.933,97728.3252,35,27,1,1,0.0,3.0
大工业用电,2019-09-09,143512.8846,111570.6828,35,26,1,1,7.0,3.0
大工业用电,2019-09-10,143975.8092,110594.4282,35,27,1,1,6.0,3.0
大工业用电,2019-09-11,144935.3532,111011.0844,35,27,1,1,3.0,0.0
大工业用电,2019-09-12,130518.309,91191.8034,35,26,1,1,0.0,6.0
大工业用电,2019-09-13,101425.545,50203.3512,36,27,1,1,0.0,3.0
大工业用电,2019-09-14,95938.9584,54266.7366,34,27,1,1,3.0,7.0
大工业用电,2019-09-15,120949.3284,85672.9152,32,26,1,1,7.0,7.0
大工业用电,2019-09-16,137756.04,105029.6094,33,25,1,1,7.0,7.0
大工业用电,2019-09-17,133859.0556,103817.9202,33,26,1,1,6.0,3.0
大工业用电,2019-09-18,137840.4288,105915.162,34,25,1,1,3.0,7.0
大工业用电,2019-09-19,134073.0336,106669.653,34,24,1,1,0.0,0.0
大工业用电,2019-09-20,135355.6998,106198.4022,32,23,1,1,0.0,0.0
大工业用电,2019-09-21,132663.8934,106555.314,32,23,1,1,0.0,0.0
大工业用电,2019-09-22,122566.2444,99966.6102,31,22,1,1,0.0,0.0
大工业用电,2019-09-23,137352.2196,105548.7264,30,21,1,1,0.0,0.0
大工业用电,2019-09-24,138557.721,107308.7628,32,23,1,1,0.0,0.0
大工业用电,2019-09-25,137511.0366,106390.3044,32,23,1,1,0.0,0.0
大工业用电,2019-09-26,135745.3998,105414.4212,33,23,1,1,0.0,0.0
大工业用电,2019-09-27,133870.7808,106777.848,33,23,1,1,0.0,0.0
大工业用电,2019-09-28,131411.4288,105558.435,33,23,1,1,0.0,0.0
大工业用电,2019-09-29,135163.11,104455.4436,33,23,1,1,0.0,0.0
大工业用电,2019-09-30,120460.5732,83297.7318,34,22,1,1,0.0,0.0
大工业用电,2019-10-01,96420.732,47731.8426,35,24,1,1,0.0,0.0
大工业用电,2019-10-02,71005.7052,50497.0182,34,25,1,1,0.0,0.0
大工业用电,2019-10-03,91645.9296,64281.4788,35,26,1,1,0.0,0.0
大工业用电,2019-10-04,108846.9732,82988.2578,34,25,1,1,0.0,0.0
大工业用电,2019-10-05,118992.7056,93618.0612,34,25,1,1,3.0,3.0
大工业用电,2019-10-06,122807.2368,95162.121,33,23,1,1,11.0,9.0
大工业用电,2019-10-07,128486.8716,101054.9196,30,23,1,1,6.0,3.0
大工业用电,2019-10-08,138250.1178,106552.716,32,24,1,1,3.0,3.0
大工业用电,2019-10-09,136201.0086,105880.1676,31,23,1,1,8.0,3.0
大工业用电,2019-10-10,134245.0128,107345.3994,32,25,1,1,3.0,3.0
大工业用电,2019-10-11,132520.77,103255.6512,33,25,1,1,0.0,0.0
大工业用电,2019-10-12,134475.2892,107469.2358,33,24,1,1,3.0,7.0
大工业用电,2019-10-13,122049.2202,95787.1584,31,23,1,1,7.0,7.0
大工业用电,2019-10-14,134237.6268,106089.7224,29,23,1,1,3.0,3.0
大工业用电,2019-10-15,132833.1366,94790.4546,30,23,1,1,0.0,0.0
大工业用电,2019-10-16,129091.2648,101965.2552,31,23,1,1,3.0,0.0
大工业用电,2019-10-17,136321.4088,87435.7014,31,21,1,1,0.0,0.0
大工业用电,2019-10-18,134100.0576,104807.4966,30,20,1,1,0.0,0.0
大工业用电,2019-10-19,132082.0488,102414.6696,31,22,1,1,0.0,0.0
大工业用电,2019-10-20,118111.0224,89831.1234,30,22,1,1,0.0,0.0
大工业用电,2019-10-21,135802.9578,103141.0152,30,21,1,1,0.0,0.0
大工业用电,2019-10-22,132886.0698,106520.5242,30,22,1,1,3.0,0.0
大工业用电,2019-10-23,134851.3494,95284.6764,30,22,1,1,8.0,8.0
大工业用电,2019-10-24,133375.2132,104922.7008,28,22,1,1,5.0,3.0
大工业用电,2019-10-25,132864.4644,93499.7664,30,21,1,1,3.0,3.0
大工业用电,2019-10-26,121119.6036,79990.17,28,21,1,1,5.0,5.0
大工业用电,2019-10-27,114914.4252,92644.3614,26,20,1,1,5.0,5.0
大工业用电,2019-10-28,127283.8266,93151.8786,28,19,1,1,3.0,3.0
大工业用电,2019-10-29,127687.2127,101362.5234,27,17,1,1,0.0,0.0
大工业用电,2019-10-30,125054.0202,83157.2688,27,17,1,1,3.0,3.0
大工业用电,2019-10-31,125347.0248,97805.8848,28,19,1,1,3.0,3.0
大工业用电,2019-11-01,120020.3379,95896.9482,28,20,1,1,3.0,3.0
大工业用电,2019-11-02,123209.826,96586.32,31,23,1,1,3.0,3.0
大工业用电,2019-11-03,111607.2492,89860.2786,30,20,5,5,3.0,0.0
大工业用电,2019-11-04,124334.6736,99197.2272,28,18,1,1,0.0,0.0
大工业用电,2019-11-05,126181.1232,99503.9316,27,17,1,1,0.0,0.0
大工业用电,2019-11-06,124283.5476,100525.9908,28,18,1,1,0.0,0.0
大工业用电,2019-11-07,125580.3156,102386.634,27,17,5,5,0.0,3.0
大工业用电,2019-11-08,125508.4794,100814.3934,27,17,5,5,0.0,0.0
大工业用电,2019-11-09,122831.6154,24121.998,27,17,1,1,0.0,0.0
大工业用电,2019-11-10,115379.0742,92988.4026,27,16,1,1,0.0,0.0
大工业用电,2019-11-11,117359.6472,95411.6898,29,17,1,1,0.0,0.0
大工业用电,2019-11-12,126895.9734,99716.0154,28,19,1,1,0.0,0.0
大工业用电,2019-11-13,124393.872,104286.0312,29,16,1,1,0.0,0.0
大工业用电,2019-11-14,124016.4678,100199.0106,25,16,1,1,0.0,0.0
大工业用电,2019-11-15,121312.7382,99964.2954,26,18,1,1,0.0,0.0
大工业用电,2019-11-16,116373.9906,95562.9612,29,20,1,1,0.0,0.0
大工业用电,2019-11-17,107865.2388,86864.2464,27,18,1,1,0.0,0.0
大工业用电,2019-11-18,121443.282,96596.6424,24,14,5,5,3.0,0.0
大工业用电,2019-11-19,121494.4374,99037.1406,22,14,5,5,0.0,0.0
大工业用电,2019-11-20,123396.8736,96889.7316,25,15,1,1,0.0,0.0
大工业用电,2019-11-21,125191.1442,97762.4928,24,17,1,1,0.0,0.0
大工业用电,2019-11-22,124446.8868,99866.5974,26,17,1,1,0.0,0.0
大工业用电,2019-11-23,120007.6764,97636.9644,28,17,1,1,0.0,0.0
大工业用电,2019-11-24,110712.2058,90904.2798,28,17,1,1,0.0,0.0
大工业用电,2019-11-25,122268.8046,97138.1658,28,16,5,5,0.0,3.0
大工业用电,2019-11-26,119968.8936,93741.8304,24,18,1,1,3.0,3.0
大工业用电,2019-11-27,125903.0898,99398.3298,25,15,1,1,3.0,3.0
大工业用电,2019-11-28,124145.1252,98699.958,19,12,5,5,3.0,0.0
大工业用电,2019-11-29,124322.4036,100380.5148,21,12,1,1,3.0,3.0
大工业用电,2019-11-30,119327.9472,93437.5176,24,13,5,5,3.0,0.0
大工业用电,2019-12-01,107498.709,86652.1734,25,13,5,5,0.0,0.0
大工业用电,2019-12-02,119825.8998,36398.4522,17,10,6,6,3.0,0.0
大工业用电,2019-12-03,122034.3528,98504.0928,19,10,5,5,0.0,0.0
大工业用电,2019-12-04,120844.0866,97055.1606,20,11,5,5,0.0,3.0
大工业用电,2019-12-05,121444.5858,99743.313,18,13,1,1,3.0,3.0
大工业用电,2019-12-06,122131.5804,46157.928,20,9,5,5,0.0,0.0
大工业用电,2019-12-07,120133.0884,95168.7738,20,8,1,1,0.0,0.0
